

<++++Let's have some FUN++++>
P00015731A0090|72 85|acetazolamide
P08647264T0000|61 78|calcium ionophore
P08647264T0000|12 16|CD40
P08647264T0000|84 91|antigen
P08647086T0000|80 84|Cdk2
P08647086A0720|119 122|p53
P08647086A0622|0 4|Cdk2
P08645219A1377|77 82|MRP14
P08643759A0338|83 88|group
P08643382A0752|74 75|A
P08643382A0752|69 73|poly
P08642313A0770|182 189|protein
P08639561T0000|61 62|R
P08639561T0000|124 130|pyrene
P08639561T0000|194 195|R
P08639561T0000|64 65|R
P08639561T0000|201 202|R
P08639561T0000|68 69|S
P08639310A0548|178 179|h
P08637717A0817|9 16|peptide
P08632779A0351|35 45|amino acid
P08632463A1508|76 80|role
P08631908A0224|39 42|DR4
P08631685A0000|145 148|min
P08630583A1056|69 70|Q
P08630542A1421|96 97|Q
P08627719A0784|183 184|A
P08626540A1007|108 124|glucosylceramide
P08626540A1007|98 106|ceramide
P08626493A1468|37 40|CR2
P08626437A0332|181 189|tyrosine
P08626313A1037|14 17|Msp
P08623554A1058|11 18|protein
P08622698T0000|20 26|Notch1
P08621730T0000|76 84|collagen
P08621719A0568|26 29|Cbl
P08621719A0568|65 69|Grb2
P08621714A0361|4 11|protein
P08621448A0862|112 119|protein
P08621384A0935|134 137|min
P08621384A0935|81 85|EGFR
P08620856A1172|160 171|polypeptide
P08618433A0000|117 118|R
P08618433A0000|85 89|FLT3
P08617216A0584|110 120|luciferase
P08617216A0584|23 27|DnaJ
P08615025A1214|337 340|CD4
P08611280A0820|190 191|p
P08610272A0265|159 163|role
P08608222T0000|111 116|STAT3
P08608126A0811|163 167|acid
P08608126A0811|86 90|acid
P08604338A0885|183 187|step
P08604338A0885|94 97|SRF
P08601616A0726|73 77|step
P08599945T0000|17 31|alpha-amanitin
P08598449A0784|212 215|vav
P08589735A0577|162 166|Act1
P08589735A0577|119 123|Adh1
P08589358A0841|56 61|donor
P08586643A0951|91 94|CMP
P08586643A0951|76 79|ATP
P08580083A0259|44 47|Fyn
P08576245A0000|19 28|chaperone
P08573637A0434|67 78|paracetamol
P08569443A0123|88 90|T2
P08566773A1023|16 20|CTS1
P08566756A0752|28 31|SAP
P08566751A0788|87 90|lab
P08552670T0000|97 104|protein
P08552670A0665|84 85|d
P08552095A0758|158 162|PAF1
P08552042A1497|148 152|poly
P08552042A1497|153 154|A
P08550425A1401|59 62|POR
P08542026A0792|157 160|RCA
P08541793A0796|38 41|min
P08538702A0214|12 23|polypeptide
P08538052A0000|335 342|protein
P08538052A0000|86 93|protein
P08534848A0188b|39 41|cv
P08534848A0188a|39 41|cv
P08533757A0204|164 169|BRCA1
P08532536A0925|157 160|EGF
P08529098A0549|93 97|SMF1
P08524292A1022|146 149|YY1
P08524292A1022|110 113|AP1
P08522530A1342|97 98|s
P08515619A0184|170 174|COPD
P08514766A0732|98 105|protein
P08509419A0785|19 26|protein
P08499376A0000|10 13|PRK
P08496184A0772|54 57|min
P08495786A0085|104 109|donor
P08491383A1291|59 66|protein
P08479742A0985|65 68|p53
P08469831T0001|33 49|prostaglandin E1
P08460918A0252|146 155|bilirubin
P08460918A0252|213 241|gamma-glutamyltranspeptidase
P08454591A1322|48 51|TNF
P08454077A0956|236 237|p
P08454077A0956|213 216|min
P08454077A0956|73 76|min
P08453950A0498|143 144|P
P08453950A0498|103 106|min
P08445729A0657|71 78|stretch
P08444345A0403|26 36|amino acid
P08442384A0430|35 42|protein
P08430095A0161|72 76|SMD1
P08419376A0357|47 58|polypeptide
P08418183A0000|298 299|W
P08418183A0000|287 288|W
P08418183A0000|308 309|W
P08417331A0745|49 56|protein
P08415643A0555|63 67|RCC1
P08413209A0159|32 39|protein
P08413205A0733|87 88|d
P08412120A0839|52 53|P
P08411276A0302|313 314|B
P08411276A0302|310 311|A
P08410097A0356|94 95|p
P08410097A0356|152 153|p
P08403804A0754|131 142|cholesterol
P08401614A0187|91 95|PAL3
P08401614A0187|82 86|PAL2
P08401614A0187|54 57|PAL
P08400928A0318|176 189|bromocriptine
P08400928A0318|191 194|arm
P08396749A1112b|99 100|P
P08396749A1112a|99 100|P
P08395014A1364|134 138|PPZ2
P08395014A1364|29 33|BCK2
P08395014A1364|125 129|PPZ1
P08394255A0000|81 86|probe
P08392221A0449|278 287|genistein
P08390747A0586|147 150|syn
P08389453A0193|107 113|uracil
P08389365A1344|89 93|GATC
P08389365A1344|87 88|d
P08387662A0302|114 121|codeine
P08386637A1220|75 82|agonist
P08386319A1229|118 125|alanine
P08385581A0126|73 79|REC114
P08385337A0282|148 153|bZIP1
P08383287A0611|43 51|estrogen
P08383214A0389|47 50|Pol
P08382769A0924|99 103|role
P08380736A0895|69 76|protein
P08374753A0335|32 34|T2
P08361755A0734|121 122|s
P08350398A1616|20 22|ER
P08349104A0000|29 33|GAL1
P08347677A0308|168 174|serine
P08340400T0000|36 41|RPE65
P08336698T0000|64 68|TFE3
P08336543A0243|54 55|A
P08321741A0396|10 15|group
P08319396A0448|3 5|T2
P08317094A0778|90 92|nt
P08312243A0177|102 104|Cu
P08309975A0662|13 21|dopamine
P08308008A0201|61 68|protein
P08307338A0227|126 129|cob
P08307338A0227|112 124|cytochrome b
P08304342A0605|273 278|HLA-A
P08304301A0331|64 67|HCC
P08302589A1132|146 155|ionophore
P08299896A0880|140 141|P
P08294511A0639|96 103|protein
P08294511A0639|48 55|protein
P08294386A0000|202 213|desipramine
P08293992A0432|27 29|nt
P08290278A0374|11 15|Mxi1
P08290278A0374|20 23|Mad
P08288633A0144|76 87|polypeptide
P08284227A0336|76 79|Id1
P08278929A0866|77 80|CRS
P08278929A0866|59 61|ml
P08276854A1894|190 194|role
P08276234A0119|67 74|protein
P08270580A0155|57 71|amphotericin B
P08269439X0000|134 138|pain
P08269424A0339|48 51|TRH
P08268833T0000|26 39|cyclosporin A
P08268833T0000|57 68|application
P08267667A0748|182 183|d
P08267667A0748|223 224|p
P08267667A0748|495 496|p
P08267658A0391|93 102|raffinose
P08265955T0000|24 27|NHS
P08264631A0746|80 84|ADR1
P08264591A1190|70 75|TFIIB
P08255341A0554|61 74|metronidazole
P08248246A0838|34 37|Sp1
P08245125A0822|53 63|phalloidin
P08238626A0248|118 120|ml
P08237578A0253|70 81|cholesterol
P08234166A0425|23 31|etodolac
P08230445A0000|116 123|protein
P08230418A0812|312 319|protein
P08226780A0160|73 80|ankyrin
P08226616A0000|75 84|reductase
P08226616A0000|123 127|step
P08225657A0000|28 38|furosemide
P08223613A0519|203 207|TPS3
P08223613A0519|102 106|TSL1
P08223613A0105|25 29|TPS1
P08216115A0158|20 25|group
P08206991A0466|76 83|alanine
P08204348T0000|22 31|cisplatin
P08196618A0473|0 5|PRL-1
P08195217A0799|22 29|protein
P08195216A1022|33 37|HIS3
P08195216A1022|206 210|TRP3
P08195186A0000|94 101|protein
P08194549A0000|102 104|CP
P08193147A0831|62 64|Dg
P08188978A0822|114 115|s
P08187085A0086|101 104|ret
P08183915A0000|30 37|protein
P08178572A1118|97 104|protein
P08167555A0972|206 207|p
P08164684A1266|4 10|ligand
P08163183T0000|4 10|xylose
P08157674T0000|51 58|protein
P08152800A0357|87 94|protein
P08144852A0000|240 249|inhibitor
P08144852A0000|49 65|11-deoxycortisol
P08144852A0000|39 47|cortisol
P08144037A0000|0 11|Thioredoxin
P08143667A0222|14 16|sd
P08139562A0404|85 89|GCN4
P08139543A1520|86 90|SLT2
P08139542T0000|85 93|arginine
P08132574A0831|97 100|RP1
P08129955A0572|85 86|h
P08127950A0000|162 171|thyroxine
P08124912A0456|76 83|lactate
P08122364A0954|199 206|protein
P08119958A0273|4 8|lack
P08119907A0000|60 67|insulin
P08119907A0000|25 29|role
P08114745A0953|47 49|La
P08114702A0000|59 63|MEF2
P08112601T0000|114 121|protein
P08108099T0000|14 26|desmopressin
P08106398A1003|148 155|peptide
P08106369A0000|13 16|AVP
P08106369A0000|36 43|hormone
P08106325A0000|56 63|protein
P08101843A0151|31 33|TH
P08098914A0400|168 169|P
P08093616T0000|203 210|antigen
P08088777A0754|122 126|Fpgs
P08088777A0754|93 99|Col5a1
P08088777A0754|80 83|Dbh
P08088777A0754|84 90|Notch1
P08088777A0754|136 140|Pbx3
P08086450A0467|208 211|Sp1
P08083011A0584|195 203|estrogen
P08083011A0584|172 184|testosterone
P08077236A0243|76 80|COS1
P08076631A0000|65 68|VDR
P08075070A1632|177 180|HTH
P08070654A0574|0 5|CDC31
P08067546A0000|192 197|oxide
P08067546A0000|293 296|dog
P08067546A0000|85 93|propofol
P08065331A0279|115 118|HLF
P08063775T0000|42 49|protein
P08063108A0109|30 32|nt
P08062833A0000|13 15|nt
P08058948A0810|51 55|role
P08057762A0878|144 146|T2
P08057421A1583|136 140|CBF1
P08054281A0731|47 56|indicator
P08051102A0532|83 84|B
P08049444A0351|75 82|protein
P08049444A0351|162 167|SATB1
P08049444A0351|117 124|protein
P08045834A0783|26 27|P
P08044802A0462|154 157|p53
P08044794A0000|72 79|protein
P08041362T0000|133 136|Cys
P08034741A0000|60 66|myosin
P08033490A0875|34 45|venlafaxine
P08030239A0833|49 60|polypeptide
P08022212A0071|110 113|ALP
P08021225A0000|121 137|dihydrolipoamide
P08020806A0187|228 235|peptide
P08016102A1238|230 234|role
P08016102A1238|101 105|AP-2
P08015850A1076|125 127|Ga
P08012448T0000|0 4|INO2
P08006773A0836|242 243|p
P08006773A0836|287 288|p
P08002564A0249|155 164|histidine
P08001966A0563|76 79|CNC
P07999066A0238|4 8|role
P07995173A0585|58 59|r
P07995173A0585|70 71|P
P07987924A0670|25 30|probe
P07983715A0996|89 92|arm
P07981246A0112|90 99|G-protein
P07981143A0633|2 9|stretch
P07980440A0138|55 59|acid
P07980440A0138|71 74|AMP
P07973397T0001|17 33|potassium iodide
P07972831A0563|62 69|iohexol
P07972012A0956|91 98|protein
P07964624A0491|176 177|r
P07963782A0000|152 156|pain
P07959953A0423|0 5|IFI16
P07959760A0763|134 136|Mb
P07958865A1152|111 114|Tek
P07957632A0000|75 82|glycine
P07957632A0000|36 37|R
P07957632A0000|102 109|agonist
P07954891T0000|0 4|ERV1
P07949205A0286|11 25|testololactone
P07949137A0532|39 55|cyclophosphamide
P07947930A0499|75 77|Cm
P07945330A0103|35 39|acid
P07945134A0079|47 48|m
P07945134A0079|37 39|ft
P07945134A0079|116 117|m
P07938137A0384|45 53|naloxone
P07937656A0182|356 357|p
P07937132A0819|32 39|stretch
P07937106A0100|190 196|valine
P07937106A0100|128 135|alanine
P07936635A1134|91 98|protein
P07935577A0305|34 45|flucytosine
P07935418A0447|78 85|protein
P07933116A0412|49 50|B
P07931490A0237|94 103|cisplatin
P07929165T0000|54 66|actinorhodin
P07927838A0000|158 161|VWF
P07926748A0383|29 33|NOT3
P07926748A0383|81 85|NOT3
P07922709T0000|83 94|application
P07917540A0000|160 170|interferon
P07917540A0000|59 68|vindesine
P07916729T0000|56 63|protein
P07914507A1029|107 108|A
P07914192A0844|195 199|HER2
P07910946A0323|112 122|luciferase
P07907846A0623|18 31|physostigmine
P07905413A0585|90 91|h
P07900915A0000|33 38|water
P07899634A0000|158 160|mu
P07898178A0849|110 122|azathioprine
P07897696A0000|51 55|ALAD
P07896846T0000|66 73|protein
P07896088A0720|88 92|RAP1
P07894021A1130|44 47|DS2
P07891713T0000|39 42|Fos
P07890485A0827|160 162|ml
P07890485A0827|85 87|ml
P07888306A1659|241 249|rolipram
P07887226A0858|249 252|IDA
P07883754A0993|100 107|protein
P07883167A0157|199 204|decay
P07876210A0751|202 209|protein
P07876192A0443|111 119|catalyst
P07872788A1717|157 174|carboxylesterases
P07871721A0000|121 128|protein
P07867622X0000|208 215|protein
P07867622X0000|109 116|protein
P07867622X0000|186 193|protein
P07865787A1086|81 85|role
P07864709A0324|202 206|acid
P07864709A0324|102 112|amantadine
P07863047A0229|191 194|ACE
P07862165A0184|61 69|psoralen
P07862162A0408|19 27|inositol
P07862154A0340|97 101|RAF1
P07862141A1412|27 31|RFX1
P07860208A0000|92 95|TNF
P07859777A0000|226 234|chloride
P07857344A0591|54 55|h
P07857086A0949|97 98|D
P07846199A0000|14 21|ethanol
P07844142A0640|101 108|protein
P07836364A0000|172 175|APC
P07835088A0238|4 10|HSD3B1
P07832086A1023|110 118|amikacin
P07832086A1023|70 73|IMP
P07832086A1023|137 147|fosfomycin
P07830112A0532|156 157|p
P07830112A0532|201 202|p
P07828600A0095|11 14|SSP
P07828584A0681|15 18|IM1
P07826625X0000|155 158|CTD
P07826625X0000|227 233|serine
P07826625X0000|235 244|threonine
P07823953A0777|220 224|mask
P07818416A0895|72 77|group
P07816619A0872|109 116|protein
P07816619A0872|222 225|Dr1
P07811964A1252|119 123|role
P07806651A0097|109 110|L
P07799948A0777|113 116|Src
P07799931A1232|36 39|Nrl
P07798207A0759|207 212|group
P07791769A0826|89 96|protein
P07791768A0930|160 164|SIR1
P07791764A0357|48 51|Cbl
P07789275A0325|23 24|s
P07786820A0284|91 93|ml
P07784199A0000|23 25|rp
P07784078A1064|99 102|PML
P07784078A1064|33 37|lack
P07782302A0479|72 75|Ran
P07782302A0479|57 60|GDP
P07780738A0091|112 116|PCNA
P07780738A0091|103 110|antigen
P07780148A1153|14 17|PML
P07780148A1153|52 53|S
P07779812A0000|93 97|role
P07768953T0039|0 4|EEA1
P07768898A0492|197 204|protein
P07765118A0967|69 70|h
P07762504A0648|130 131|g
P07761091A0294|50 61|phosphatase
P07760841A0647|22 26|ADH2
P07759094A0634|14 26|dinucleotide
P07758246A0469|4 11|protein
P07757315A1227|61 62|h
P07755914A0000|58 72|clarithromycin
P07754713A0227|13 17|NUC1
P07754713A0227|46 50|CDC6
P07754713A0227|52 56|CRY2
P07754713A0227|141 148|protein
P07754713A0227|19 24|PRP21
P07753796A0743|42 49|peptide
P07752454A0341|74 85|methicillin
P07751848A0222|36 39|CPT
P07749088A0119|16 18|T2
P07746937A0100|21 24|EFR
P07746397A0233|140 147|heparin
P07745726A0960|166 170|role
P07745693A0914|162 163|s
P07743697A0703|245 254|enalapril
P07742363A0941|9 12|Ser
P07740490T0000|66 70|role
P07737508A0649|6 8|Tb
P07733075A1200|284 286|wk
P07733075A1200|78 81|CBS
P07729427A0942|33 36|TBP
P07724452A0344|72 75|pen
P07724452A0344|38 41|pen
P07721878A1163|100 107|protein
P07715200A0000|42 46|drug
P07711730A0000|32 35|CPT
P07708497A0000|30 45|thyroid hormone
P07708058A0178|11 21|nucleotide
P07706307A0914|125 126|B
P07706273T0000|43 44|H
P07705627A1107|16 19|Mad
P07705476A0292|153 160|protein
P07704040A0000|120 121|H
P07704040A0000|114 117|NAD
P07704040A0000|118 119|P
P07704040A0000|74 75|H
P07696183A0567|290 297|glycine
P07693975A1418|43 53|methionine
P07689154A0168|51 55|role
P07689154A0168|237 244|protein
P07687541A0992|29 32|Ran
P07683375A0000|298 300|ER
P07683375A0000|69 78|estradiol
P07681513A0000|20 37|phosphodiesterase
P07680035A0221|39 42|AMP
P07676655A0214|93 94|D
P07673154A0688|132 143|fibronectin
P07667195A0146|15 19|base
P07667195A0146|23 35|sulfate salt
P07663160A0287|99 102|16S
P07663138A0835|6 13|nadolol
P07659757A0191|59 62|ATP
P07656588A0101|124 128|FUT1
P07653892A0306|86 94|morphine
P07653812T0000|88 96|morphine
P07653812T0000|101 110|clonidine
P07651424A0487|54 61|protein
P07649098A0676|117 119|nt
P07649098A0676|143 145|nt
P07649098A0676|279 281|nt
P07644127A0000|247 256|carbachol
P07640422A0649|153 160|heparin
P07636984A1349|37 40|SP1
P07629113A0726|99 115|N-ethylmaleimide
P07629113A0726|35 41|serine
P07624615A0267|173 174|H
P07624581A0312|180 191|cholesterol
P07624581A0312|134 144|creatinine
P07623844A0639|226 229|p53
P07616569A0168|291 295|rps3
P07616569A0168|166 171|nad4L
P07616569A0168|233 237|rrn5
P07616569A0168|70 74|cox1
P07616569A0168|304 309|rps12
P07616569A0168|239 242|srn
P07616056A0278|5 7|mu
P07607669A1112|109 112|Sp1
P07607669A1112|32 34|GC
P07604783A0952|82 90|lecithin
P07597030A0260|105 106|h
P07596697A0971|28 39|polypeptide
P07594047T0000|11 20|verapamil
P07592946A0997|263 266|Myb
P07592946A0997|205 208|Sp1
P07592072A0217|175 176|d
P07590283A0820|127 129|aa
P07588750T0061|142 149|protein
P07588633A0362|97 104|protein
P07588245T0000|14 28|glucocorticoid
P07585559A0000|108 117|quinoline
P07583562A1826|55 57|TG
P07580330A0331|126 134|dieldrin
P07580330A0331|162 165|DDT
P07576307A0144|23 27|role
P07575416A1970|74 89|oligonucleotide
P07565797A0116|28 32|CRY1
P07565775A1265|172 175|GMP
P07565740T0000|106 117|transporter
P07565731A1629|72 76|role
P07565723A0200|66 69|CTD
P07565049A1032|144 148|term
P07565031A0454|325 331|starch
P07564210A0557|102 103|h
P07563994A0488|205 206|p
P07563090A0124|173 177|PPT1
P07559402A0622|26 33|peptide
P07559233A0534|192 193|P
P07557717A0184|94 98|pain
P07557446T0000|82 86|poly
P07557424A0124|0 4|XYL1
P07552974A0217|54 63|glutamine
P07548858A0000|17 26|phosphate
P07543868A0414|155 156|A
P07542616A0486|0 5|GCD10
P07542616A0313|0 5|GCD10
P07540773A0576|22 25|MBP
P07537851A0891|252 259|protein
P07537362A1112|62 66|Eps8
P07534306A0444|306 307|L
P07534297A0141|158 161|CAT
P07534286A0842|69 76|protein
P07528772A1539|16 24|tyrosine
P07528746A1049|182 193|polypeptide
P07528746A1049|253 257|RHL1
P07528746A1049|73 74|P
P07528531A0904|124 125|P
P07528531A0904|178 180|rs
P07528531A0904|159 160|P
P07528531A0904|113 115|rs
P07528531A0904|66 68|rs
P07528325A0165|78 83|Stat1
P07525596A0584|71 75|Fpr3
P07519481A1275|176 180|role
P07519481A1275|21 24|pan
P07519481A1275|18 20|Sl
P07519481A1275|13 16|pan
P07518561A0496|123 131|tyrosine
P07518460A0771|140 151|phosphatase
P07517869A0411|204 208|acid
P07514301A0000|93 97|role
P07510635A0479|229 232|Pol
P07510635A0479|219 222|Pol
P07510635A0479|38 45|peptide
P07508441A0487|220 230|nucleotide
P07504171A0715|183 186|Src
P07500386A0870|178 182|IRA1
P07499401A0444|53 54|H
P07494306A0240|181 192|polypeptide
P07494303A0000|75 82|protein
P07494293A0585|31 34|tip
P07493627A0882|52 59|agonist
P07493627A0882|141 148|agonist
P07491111A0221|15 17|GR
P07490770A0267|49 54|group
P07490766T0000|71 74|Max
P07490079T0000|62 73|phosphatase
P07489502A0000|135 139|poly
P07487067A0592|65 69|APS1
P07476963A0000|167 171|acid
P07467975A0316|42 46|role
P07463294A1216|104 109|group
P07463294A1216|167 172|group
P07463294A1216|5 7|wk
P07461848A0230|82 84|CO
P07453919A0000|180 188|esterase
P07453919A0000|382 386|side
P07449253A0411|75 76|h
P07445971A0241|33 43|acrylamide
P07440430A1074|209 210|P
P07440430A1074|139 140|P
P07434456A0286|70 78|glycerol
P07418498A0217|137 151|amphotericin B
P07408970A0706|162 163|p
P07393976A0000|242 247|water
P07387242A0236|125 135|hemoglobin
P07385933A0085|107 116|galactose
P07327097A0647|121 122|p
P07309562T0000|66 70|acid
P07298523T0000|10 22|indomethacin
P07297978A0570|93 94|A
P07268828A0000|199 210|propranolol
P07267675A0000|28 41|cephalosporin
P07260389A0221|125 134|serotonin
P07249895A0177|148 160|indomethacin
P07249895A0177|15 19|role
P07235355A0462|27 31|COPD
P07228955A0000|130 140|metabolite
P07228955A0000|144 152|caffeine
P07221179A0156|135 138|min
P07221179A0156|81 84|min
P07214665A0000|148 149|P
P07214665A0000|83 94|vincristine
P07192722A0682|106 111|group
P07192722A0682|138 143|group
P07191804A0000|119 120|h
P07191183A0505|38 39|s
P07184375T0001|36 48|methotrexate
P07184375T0001|71 72|P
P07181985A0107|179 182|min
P07181985A0107|70 75|water
P07180901A0539|121 130|ibuprofen
P07172690A0547|145 151|ATPase
P07162146A0000|96 111|ethylene glycol
P07130335A1081|103 104|P
P07119890T0000|0 2|Re
P07113897A0285|301 302|p
P07113897A0285|178 179|p
P07113897A0285|117 118|p
P07107773A0000|41 45|acid
P07106534A0160|111 114|man
P07106323A0560|67 71|role
P07080496A0097|86 97|lipoprotein
P07079595A0848|65 68|spg
P07079595A0848|70 71|r
P07072635A0000|75 90|desferrioxamine
P07068887A0000|110 111|N
P07061263A0293|100 102|Px
P07040659A0212|118 123|group
P07038189A2301|97 101|drug
P07021505A0510|61 62|P
P07015262A0396|160 165|group
P07007591A0324|253 254|t
P07007591A0324|164 165|t
P07007591A0324|265 266|t
P07007591A0324|25 26|t
P07007591A0324|327 330|CPZ
P07007591A0324|132 135|CPZ
P06993660A0000|41 50|serotonin
P06981991A0756|273 278|group
P06975206A0279|105 114|phosphate
P06966678A0523|41 47|tracer
P06966678A0523|278 279|r
P06916588A0304|115 116|p
P06895559A0000|32 39|agonist
P06880563A0516|201 215|chlorpropamide
P06869986A0000|65 73|collagen
P06858967A0167|74 83|bilirubin
P06816123A0526|62 66|role
P06807149T0000|46 67|disodium cromoglycate
P06794480A0785|78 79|p
P06790572A0330|56 64|nystatin
P06790572A0330|34 44|lincomycin
P06786756T0000|4 8|role
P06775834A0000|0 5|HLA-A
P06764669T0001|89 96|reagent
P06749072A0116|70 75|urate
P06735247A0803|149 150|p
P06735247A0803|139 140|r
P06714298X0000|182 192|nifedipine
P06714298X0000|134 157|calcium channel blocker
P06711642A0093|217 219|gm
P06702643A0000|184 186|SA
P06685004A0000|64 68|SHBG
P06675047A0000|161 165|urea
P06675047A0000|48 58|hemoglobin
P06671385A0856|11 12|A
P06671385A0856|4 6|NA
P06671065A0000|36 43|insulin
P06671047A1124|163 165|LD
P06668316A0178|273 276|min
P06668316A0178|118 128|antipyrine
P06668316A0178|239 249|phenacetin
P06659982A0231|134 136|QS
P06634712A0557|42 51|phosphate
P06630319A0244|21 22|h
P06629370A0252|15 20|group
P06627569T0001|0 2|HL
P06627123A0000|69 76|ethanol
P06609166A0209|63 75|acetonitrile
P06606043A0598|84 96|phenyl group
P06594105A0560|193 196|dog
P06585277A0000|5 8|man
P06584416A0157|125 128|PGF
P06548953T0001|26 29|HTS
P06520418A0325|190 191|p
P06517816A0388|44 47|Tre
P06517816A0388|68 70|HR
P06503885A0342|60 65|water
P06492188A0615|11 12|d
P06487290A0000|44 56|progesterone
P06487290A0000|58 59|P
P06480542A0000|27 37|apalcillin
P06468673A0358|127 128|P
P06468632A0135|108 111|ear
P06467797A0233|199 200|P
P06451557A0777|19 22|tip
P06435565A0648|234 235|p
P06426493A0331|150 155|group
P06426493A0331|177 187|atracurium
P06426493A0331|13 16|min
P06406060A0000|15 24|cisplatin
P06402859A0000|74 83|inhibitor
P06395804A0382|67 70|min
P06382374A0206|17 20|min
P06374418A0877|95 102|hormone
P06372563T0000|53 57|role
P06372563T0000|18 27|captopril
P06361318A1127|124 129|group
P06360426A0501|40 47|ammonia
P06341139A0213|95 98|min
P06341139A0213|144 151|lactose
P06341139A0213|190 191|g
P06328504A0161|138 141|PGK
P06327039A0743|297 298|r
P06324121A0256|121 125|base
P06324121A0256|23 34|polypeptide
P06324089A0453|29 33|GAL7
P06319421A0937|14 25|desipramine
P06319071A0173|209 212|AMP
P06319071A0173|250 260|creatinine
P06319040A1627|204 207|dog
P06295429A0412|87 91|drug
P06259220A0464|101 111|naltrexone
P06259220A0000|117 120|min
P06252883A0100|104 107|PWD
P06252883A0100|57 60|H10
P06224974A0833|54 64|metabolite
P06223586A0000|24 37|schizophyllan
P06203843A0757|108 113|group
P06198532A0982|118 121|RHD
P06163433T0000|28 44|cyclopropylamine
P06152844T0000|24 38|growth hormone
P06152670T0000|53 60|hormone
P06151942A0235|162 174|triglyceride
P06150069A0422|22 25|VCR
P06143734T0000|23 35|progesterone
P06138313A0948|104 107|min
P06098719A0369|65 69|drug
P06095372A0435|4 8|drug
P06073427T0001|50 60|interferon
P06072512T0000|47 51|urea
P06051644T0000|56 66|creatinine
P06027841T0000|8 12|spin
P05960999T0001|94 101|protein
P05787318T0000|63 66|man
P05787318T0000|21 31|clofibrate
P05689427T0052|61 62|b
P05536803T0001|84 94|furosemide
P05463837T0023|50 54|acid
P05410590T0000|4 8|role
P05322747T0034|47 58|tolbutamide
P05274128T0001|15 26|glucosamine
P05132558T0000|29 41|theophylline
P05132558T0000|19 27|caffeine
P05034373T0000|11 15|role
P05015678T0000|48 56|chlorins
P04828587T0000|13 16|tha
P04820791T0001|21 25|acid
P04791420T0000|39 40|S
P04733391T0000|32 45|thiabendazole
P04679438T0001|25 28|mud
P04627477T0001|50 51|H
P04562038T0001|61 68|hormone
P04495034T0000|28 35|toluene
P04418687T0000|11 19|estrogen
P04377003A0000|95 103|spermine
P04377003A0000|80 90|spermidine
P04239041T0045|60 66|ATPase
P04213917T0001|16 31|D-penicillamine
P04160980T0000|52 55|dog
P04139943T0001|71 79|electron
P04101003T0001|91 94|dog
P04086403A1016|74 75|P
P04084607A0663|65 66|N
P04079738A0677|86 87|P
P04066194A0163|190 193|ear
P04061342A0512|120 121|p
P04056256A0416|206 215|histamine
P04052919A0205|311 323|progesterone
P04041346T0000|30 37|digoxin
P04041307A0614|49 58|diltiazem
P04036838A0918|181 182|p
P04036838A0918|170 171|r
P04034220A0205|62 72|ampicillin
P04032716A0299|32 36|drug
P04028871A0133|29 41|tetracycline
P04024685A0650|114 115|p
P04024685A0650|262 264|ml
P04024685A0650|284 285|p
P04024685A0650|227 228|p
P04024685A0650|340 341|p
P04021305A0530|104 117|noradrenaline
P04018444A0000|50 54|acid
P04017295A0139|28 35|heparin
P04013576A0981|215 219|acid
P04011338A0620|250 257|taurine
P04011338A0620|136 137|r
P04002667A0181|89 91|cm
P03998813A0406|47 51|role
P03995513T0000|13 24|dacarbazine
P03995513T0000|26 37|vincristine
P03992022A0330|238 248|ranitidine
P03964489A1195|28 32|NADH
P03959045A0000|131 135|MCAT
P03940733A0755|58 67|vitamin A
P03933784A0420|24 28|role
P03931293A0437|47 54|sucrose
P03929486A0309|207 208|P
P03928357A0340|87 101|chlorobenzenes
P03922116A0197|88 93|group
P03922116A0197|45 50|group
P03911702A0530|174 178|pigs
P03911052A0909|97 99|CP
P03911052A0909|48 50|CP
P03871298A0217|168 171|CAD
P03814493T0000|17 27|interferon
P03811852A0109|111 128|magnesium sulfate
P03781000A0101|5 9|lack
P03771749A0465|62 74|ketoconazole
P03771749A0465|80 94|amphotericin B
P03759731A0992|55 60|group
P03759330A0713|26 28|F2
P03743683A0000|68 70|PP
P03736081A0465|217 218|p
P03736081A0465|140 141|p
P03732252A0556|82 83|P
P03732252A0556|71 72|r
P03722016A0797|34 35|P
P03717936A0252|65 79|aminoglycoside
P03712106A0000|88 91|SPI
P03710973A0817|48 49|P
P03710973A0817|139 140|P
P03692331A0000|46 54|pindolol
P03692331A0000|84 88|term
P03690262A0428|98 100|T2
P03685073A0200|44 74|acetylcholinesterase inhibitor
P03684378A0653|147 151|role
P03684378A0653|112 117|lipid
P03684378A0653|156 167|cholesterol
P03684378A0653|85 86|r
P03663789A0568|146 149|HAL
P03659994A0150|190 192|T2
P03652083A0720|93 101|collagen
P03651840A0266|125 140|tranylcypromine
P03651840A0266|54 63|inhibitor
P03635597A0377|150 151|P
P03628713A0961|30 33|AIB
P03628532A0000|4 8|role
P03625762A0308|133 142|phenytoin
P03618039A0126|62 75|noradrenaline
P03615550A1094|31 39|morphine
P03612316A0102|98 107|thyroxine
P03608916A0790|89 90|P
P03602261A0238|270 279|melatonin
P03602261A0238|157 158|r
P03602261A0238|322 323|r
P03602261A0238|184 185|r
P03602261A0238|337 351|growth hormone
P03597218A0901|131 132|P
P03567017A0000|100 104|drug
P03555318T0000|20 29|carnitine
P03549045A0878|104 109|group
